,feat,ZLAAO90NB
0,-300,7.074061815828819e-05
1,-299,7.294993476142992e-05
2,-298,8.297683319107317e-05
3,-297,7.018828900750276e-05
4,-296,7.477686964479712e-05
5,-295,7.758100225647702e-05
6,-294,8.573847894500034e-05
7,-293,8.40390046348913e-05
8,-292,8.675816353106575e-05
9,-291,8.811774297915297e-05
10,-290,9.134674416836012e-05
11,-289,9.308870533622188e-05
12,-288,9.219648132341463e-05
13,-287,9.372600820251276e-05
14,-286,9.355606077150184e-05
15,-285,9.712495682273082e-05
16,-284,0.0001008638003049
17,-283,0.0001082140266961
18,-282,0.0001127601204757
19,-281,0.0001122502781827
20,-280,0.0001133124496265
21,-279,0.000113567370773
22,-278,0.0001130150416222
23,-277,0.000109786040433
24,-276,0.0001125476861869
25,-275,0.000110635777588
26,-274,0.0001122927650404
27,-273,0.0001173062142552
28,-272,0.0001270781915384
29,-271,0.0001283527972709
30,-270,0.0001266108361031
31,-269,0.0001242740589267
32,-268,0.0001287776658485
33,-267,0.0001319216933222
34,-266,0.0001306895744473
35,-265,0.0001398667357219
36,-264,0.0001292450212837
37,-263,0.0001337911150633
38,-262,0.0001297548635768
39,-261,0.0001457724089496
40,-260,0.0001508708318799
41,-259,0.0001436480660619
42,-258,0.000149468765574
43,-257,0.0001466646329624
44,-256,0.0001415237231743
45,-255,0.0001500635815826
46,-254,0.0001448801849367
47,-253,0.0001441579083549
48,-252,0.0001480242124104
49,-251,0.0001507433713066
50,-250,0.0001554169256594
51,-249,0.000148109186126
52,-248,0.0001506583975911
53,-247,0.0001510407793109
54,-246,0.0001521454376125
55,-245,0.0001485765415612
56,-244,0.0001603878880165
57,-243,0.0001581785714133
58,-242,0.0001524428456167
59,-241,0.0001705422470194
60,-240,0.0001710520893124
61,-239,0.000168205469843
62,-238,0.0001616200068913
63,-237,0.0001611101645983
64,-236,0.0001538024250648
65,-235,0.0001598355588657
66,-234,0.0001621723360421
67,-233,0.0001650614423693
68,-232,0.0001729639979113
69,-231,0.0001593682034304
70,-230,0.0001700324047264
71,-229,0.0001670158378259
72,-228,0.0001741111430706
73,-227,0.000175428235661
74,-226,0.0001743660642171
75,-225,0.0001764904071048
76,-224,0.0001780199339839
77,-223,0.0001789971317122
78,-222,0.0001826510014789
79,-221,0.0001805266585913
80,-220,0.0001868147135387
81,-219,0.000195014677085
82,-218,0.0001900012278701
83,-217,0.0001984136257052
84,-216,0.0001969690725416
85,-215,0.0002030446932002
86,-214,0.0002069959709712
87,-213,0.0002035545354933
88,-212,0.0002123068281903
89,-211,0.0002161306453881
90,-210,0.0002123068281903
91,-209,0.0002117544990395
92,-208,0.0002234808717793
93,-207,0.0002185948831377
94,-206,0.0002373740742644
95,-205,0.0002318507827566
96,-204,0.0002425149840525
97,-203,0.0002471460515476
98,-202,0.0002470185909743
99,-201,0.0002515646847538
100,-200,0.0002485056309956
101,-199,0.0002524569087666
102,-198,0.0002642682552219
103,-197,0.0002725531924837
104,-196,0.0002738277982163
105,-195,0.00028075315603
106,-194,0.0002770992862632
107,-193,0.0002772692336942
108,-192,0.0002844495126544
109,-191,0.0003012743083245
110,-190,0.0002966432408295
111,-189,0.0003051830992378
112,-188,0.0003149975633787
113,-187,0.0003065426786859
114,-186,0.0003197136045892
115,-185,0.0003260866332521
116,-184,0.0003346689785182
117,-183,0.0003249819749505
118,-182,0.0003426140209179
119,-181,0.0003422741260559
120,-180,0.0003464378381157
121,-179,0.0003480523387103
122,-178,0.000355487538817
123,-177,0.0003508989581797
124,-176,0.0003648346475226
125,-175,0.0003625828440617
126,-174,0.0003707403207502
127,-173,0.0003821692854857
128,-172,0.000371632544763
129,-171,0.0003843786020889
130,-170,0.0003885848010064
131,-169,0.0003753289013875
132,-168,0.0003917713153378
133,-167,0.0003953826982468
134,-166,0.0003929609473549
135,-165,0.0003916013679068
136,-164,0.0003907941176095
137,-163,0.0003997163577376
138,-162,0.0004085111372924
